tweets,id,len,date,source,likes,retweets,polarity,subjectivity,Sentiment
": it had to be peter drury to set the tone for one the most 𝐄𝐀𝐆𝐄𝐑𝐋𝐘 awaited matches of the 2022 fifaworldcup :studio_microphone:

:television: stream liv…",1601341774051803136,140,2022-12-09 22:23:25,Twitter for Android,0,161,0.5,0.5,Positive
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341773561081856,115,2022-12-09 22:23:24,Twitter for iPhone,0,227,0.0,0.0,Neutral
": argentina are through to the semi-finals!

 | fifaworldcup",1601341773443309571,92,2022-12-09 22:23:24,Twitter for Android,0,2820,0.0,0.0,Neutral
": semi-final spot: secured :locked::check_mark_button:

fifaworldcup | qatar2022 ",1601341773233561600,97,2022-12-09 22:23:24,Twitter for Android,0,1057,0.0,0.0,Neutral
:candle::candle::candle::candle:france and portugal loss fifaworldcup fifaworldcup2022,1601341773141315584,64,2022-12-09 22:23:24,Twitter for Android,0,0,0.0,0.0,Neutral
": ecstasy. agony.

relief. despair.

ned vs. arg did not disappoint.

fifaworldcup | nedarg ",1601341771308756992,134,2022-12-09 22:23:24,Twitter for Android,0,24,0.0,0.0,Neutral
": why are so many penalties being saved at the fifaworldcup?

historically 18% of pks are saved but this year we’ve seen 3…",1601341769895276544,140,2022-12-09 22:23:24,Twitter for iPhone,0,18,0.25,0.25,Positive
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341769655808000,115,2022-12-09 22:23:24,Twitter for iPhone,0,227,0.0,0.0,Neutral
"ratings: every player marked out of 10 from an all-time world cup classic:

ned best = 8/10
arg best = 9/10

ned… ",1601341769148469249,140,2022-12-09 22:23:23,TweetDeck,11,3,0.5666666666666667,0.3416666666666667,Positive
: wout weghorst has scored as many goals (2) against argentina in 20 minutes as he did in 1457 minutes for burnley last se…,1601341768997666820,140,2022-12-09 22:23:23,Twitter for Android,0,84,0.25,0.2833333333333333,Positive
"this image sums up argentina perfectly.

lionel messi + a bunch of scum bags :rolling_on_the_floor_laughing:

he's the only one facing forward… ",1601341768683130880,139,2022-12-09 22:23:23,Twitter Web App,3,1,0.2333333333333333,0.7999999999999999,Positive
": :police_car_light: emiliano martinez: “we had the worst referee in the wc, by far” fifaworldcup",1601341768263684096,98,2022-12-09 22:23:23,Twitter for iPhone,0,714,-0.45,1.0,Negative
"berner - ""cure"" (official music video)  via  

fridayvibes… ",1601341768158834688,126,2022-12-09 22:23:23,Twitter for iPhone,0,0,0.0,0.0,Neutral
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341767571636224,115,2022-12-09 22:23:23,Twitter for iPhone,0,227,0.0,0.0,Neutral
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341767571628033,115,2022-12-09 22:23:23,Twitter for iPhone,0,227,0.0,0.0,Neutral
": :police_car_light: messi: “we didn't play to reach extra time, [but] we knew how to handle pressure. we are in the semifinals because arg…",1601341767302815744,140,2022-12-09 22:23:23,Twitter for Android,0,200,0.0,0.1,Neutral
: now you know why brazil :brazil: lose fifaworldcup qatar2022 ,1601341766778507265,95,2022-12-09 22:23:23,Twitter for iPhone,0,101,0.0,0.0,Neutral
": sliding into the semis :ox::argentina:

fifaworldcup qatar2022 forzainter ",1601341766602743809,102,2022-12-09 22:23:23,Twitter for iPhone,0,21,0.0,0.0,Neutral
": what it means :red_heart::argentina:

fifaworldcup | fifafanfestival ",1601341766208466944,94,2022-12-09 22:23:23,Twitter for iPhone,0,250,0.0,0.0,Neutral
": soccer fight :eyes:

:movie_camera::  | fifaworldcup 
",1601341765860356097,83,2022-12-09 22:23:23,Twitter for iPhone,0,6,0.0,0.0,Neutral
: argentina wins 4-3 in penalties against netherlands at the world cup. fifaworldcup ,1601341765805805568,120,2022-12-09 22:23:23,Twitter for iPhone,0,2387,0.3,0.2,Positive
": :argentina: argentina are in the semi-finals!

lautaro martínez converts the winning penalty - with goalkeeper emiliano martínez sav…",1601341765730308096,140,2022-12-09 22:23:23,Twitter for iPhone,0,14,0.5,0.75,Positive
what an epic game but should also be down with dignity fifaworldcup ,1601341765688385537,92,2022-12-09 22:23:23,Twitter for iPhone,0,0,-0.15185185185185188,0.362962962962963,Negative
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341765268955137,115,2022-12-09 22:23:22,Twitter for iPhone,0,227,0.0,0.0,Neutral
": this is my appreciation tweet :raised_fist:

argentina 
fifaworldcup 
messi𓃵 ",1601341764966952960,106,2022-12-09 22:23:22,Twitter for iPhone,0,7,0.0,0.0,Neutral
: brazilian fans show solidarity with palestine during today’s match. fifaworldcup ,1601341764413317120,122,2022-12-09 22:23:22,Twitter for Android,0,426,0.0,0.0,Neutral
: emi martinez saved his career by leaving arsenal. now he’s 90 minutes away from the fifaworldcup final ,1601341764174249984,140,2022-12-09 22:23:22,Twitter for Android,0,31,0.0,1.0,Neutral
": :police_car_light: emiliano martinez: “we had the worst referee in the wc, by far” fifaworldcup",1601341764094562304,98,2022-12-09 22:23:22,Twitter for Android,0,714,-0.45,1.0,Negative
: lionel messi has now created more chances at the men's world cup than any other player since opta's tournament records began i…,1601341764086136832,140,2022-12-09 22:23:22,Twitter for Android,0,917,0.1875,0.4375,Positive
"quite an eventful night with both the qfs going down the wire till penalty shootouts. 
croatia and argentina may… ",1601341764085813248,139,2022-12-09 22:23:22,Twitter for Android,0,0,-0.15555555555555559,0.2888888888888889,Negative
football. fifaworldcup ,1601341763679309824,47,2022-12-09 22:23:22,Twitter for Android,0,0,0.0,0.0,Neutral
"what a show of goal keepers in the last few days!
yasin bonou
livakovic
emi martinez

they just made saving penalti… ",1601341763050143744,140,2022-12-09 22:23:22,Twitter for iPhone,0,0,-0.125,0.08333333333333334,Negative
": full-time (after penalties) | nedarg

and  are through!

presented by  

catch the hls on the ji…",1601341762534256641,140,2022-12-09 22:23:22,Twitter for Android,0,1,0.0,0.0,Neutral
": how did antonio mateu lahoz manage to give everyone including me at home a yellow card, but fail to give messi a yellow ca…",1601341762148397057,140,2022-12-09 22:23:22,Twitter for iPhone,0,1,-0.16666666666666666,0.09999999999999998,Negative
welp i’m gonna cry myself to sleep fifaworldcup ,1601341762043199490,72,2022-12-09 22:23:22,Twitter for iPhone,0,0,0.0,0.0,Neutral
": the first world cup semi-final is set :popcorn::fire:

:croatia: croatia vs argentina :argentina:

hrv | arg | fifaworldcup ",1601341761984790528,140,2022-12-09 22:23:22,Twitter for Android,0,32,0.25,0.3333333333333333,Positive
"this game got me going nuts 
vamos argentina :argentina: 
fifaworldcup ",1601341761984471040,87,2022-12-09 22:23:22,Twitter for Android,1,0,-0.4,0.4,Negative
"argentina is two wins away from winning the world cup.
fifaworldcup  champions

messi𓃵 ",1601341761669844992,113,2022-12-09 22:23:22,Twitter for iPhone,0,0,0.4,0.475,Positive
": it all came down to lautaro martínez, the final penalty taker for argentina. martínez scored his team's fourth goal of the sho…",1601341761548300288,140,2022-12-09 22:23:22,Twitter Web App,0,20,-0.051851851851851864,0.42962962962962964,Negative
": arg players to the ned squad after the penalty shootout :eyes:

fifaworldcup tsworldcup ",1601341760713949185,125,2022-12-09 22:23:21,Twitter for iPhone,0,112,0.0,0.0,Neutral
": semi-final spot: secured :locked::check_mark_button:

fifaworldcup | qatar2022 ",1601341760554565633,97,2022-12-09 22:23:21,Twitter for iPhone,0,1058,0.0,0.0,Neutral
" 
congratulations to argentina and the goat messi and my best keeper martinez
fifaworldcup arg martinez ssfootball argvsned",1601341760340385797,139,2022-12-09 22:23:21,Twitter for Android,0,0,1.0,0.3,Positive
": in 2014:
netherlands: :check_mark_button::cross_mark::check_mark_button::cross_mark:
argentina: :check_mark_button::check_mark_button::check_mark_button::check_mark_button:

in 2022:
netherlands: :cross_mark::cross_mark::check_mark_button::check_mark_button::check_mark_button:
argentina: :check_mark_button::check_mark_button::check_mark_button::cross_mark::check_mark_button:

when it comes to penalty shooto…",1601341760281907204,140,2022-12-09 22:23:21,Twitter for iPhone,0,37,0.0,0.0,Neutral
": :police_car_light: emiliano martinez: “we had the worst referee in the wc, by far” fifaworldcup",1601341760147689472,98,2022-12-09 22:23:21,Twitter for Android,0,714,-0.45,1.0,Negative
"the worst referee i've seen so far in this world cup, i hope that's the last game he will be taking charge of for a… ",1601341760135139330,140,2022-12-09 22:23:21,Twitter for Android,1,0,-0.325,0.6166666666666667,Negative
": fun fact: there has been at least one inter player in every fifaworldcup final since 1982 :nerd_face:

and that is also guaranteed to…",1601341759011049472,139,2022-12-09 22:23:21,Twitter for iPhone,0,195,0.0,0.5333333333333333,Neutral
": what. a. match! :argentina:

lautaro martínez scored the penalty to secure the win for argentina but it looked up in the air during…",1601341757996036096,140,2022-12-09 22:23:21,Twitter for iPhone,0,28,0.6000000000000001,0.5,Positive
": :police_car_light: emiliano martinez: “we’re in the sf’s because we have balls, we did it for 45 million people” fifaworldcup",1601341757811470336,128,2022-12-09 22:23:21,Twitter for iPhone,0,266,0.0,0.0,Neutral
": semi-final spot: secured :locked::check_mark_button:

fifaworldcup | qatar2022 ",1601341757329137664,97,2022-12-09 22:23:21,Twitter for Android,0,1058,0.0,0.0,Neutral
": :police_car_light: emiliano martinez: “we had the worst referee in the wc, by far” fifaworldcup",1601341757148389377,98,2022-12-09 22:23:21,Twitter for Android,0,714,-0.45,1.0,Negative
": semi-final spot: secured :locked::check_mark_button:

fifaworldcup | qatar2022 ",1601341756842254336,97,2022-12-09 22:23:20,Twitter for Android,0,1058,0.0,0.0,Neutral
: argentina wins 4-3 in penalties against netherlands at the world cup. fifaworldcup ,1601341756754173952,120,2022-12-09 22:23:20,Twitter for iPhone,0,2387,0.3,0.2,Positive
"lionel messi is the greatest player of all time:loudly_crying_face::guatemala::blue_heart:

fifaworldcup ",1601341756695449600,90,2022-12-09 22:23:20,Twitter for Android,0,0,1.0,1.0,Positive
": arg players to the ned squad after the penalty shootout :eyes:

fifaworldcup tsworldcup ",1601341756586369024,125,2022-12-09 22:23:20,Twitter for iPhone,0,113,0.0,0.0,Neutral
": sliding into the semis :ox::argentina:

fifaworldcup qatar2022 forzainter ",1601341756473475073,102,2022-12-09 22:23:20,Twitter for Android,0,21,0.0,0.0,Neutral
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341756406403072,115,2022-12-09 22:23:20,Twitter for Android,0,229,0.0,0.0,Neutral
winter world cup is awesome. instead of playing slow games in the summer heat after being burned out at the end of… ,1601341756171513856,140,2022-12-09 22:23:20,Twitter for Android,0,0,0.35,0.7,Positive
": argentina are through to the semi-finals!

 | fifaworldcup",1601341755894661120,92,2022-12-09 22:23:20,Twitter for iPhone,0,2820,0.0,0.0,Neutral
": since 1982, there’s been an inter milan player in every world cup final

one of marcelo brozovic &amp; lautaro martinez will kee…",1601341755730759680,144,2022-12-09 22:23:20,Twitter Web App,0,164,0.0,1.0,Neutral
": what it means :red_heart::argentina:

fifaworldcup | fifafanfestival ",1601341754963562497,94,2022-12-09 22:23:20,Twitter Web App,0,250,0.0,0.0,Neutral
: best fifaworldcup ever. don't ever  want no qatar :qatar: slander no more!,1601341753822679041,86,2022-12-09 22:23:20,Twitter for Android,0,3,0.34375,0.4,Positive
": semi-final spot: secured :locked::check_mark_button:

fifaworldcup | qatar2022 ",1601341753138683904,97,2022-12-09 22:23:20,Twitter for Android,0,1058,0.0,0.0,Neutral
": argentina are through to the semi-finals!

 | fifaworldcup",1601341752958681089,92,2022-12-09 22:23:20,Twitter for iPhone,0,2820,0.0,0.0,Neutral
": what it means :red_heart::argentina:

fifaworldcup | fifafanfestival ",1601341752933175296,94,2022-12-09 22:23:20,Twitter for Android,0,250,0.0,0.0,Neutral
": semi-final spot: secured :locked::check_mark_button:

fifaworldcup | qatar2022 ",1601341752773726208,97,2022-12-09 22:23:20,Spring for Apple,0,1058,0.0,0.0,Neutral
": qatar worldcup 2022 - quarter final: match results for today
qatarworldcup2022 fifa fifaworldcup  fifaworldcup2022…",1601341752719601667,138,2022-12-09 22:23:19,Twitter for Android,0,7,0.0,1.0,Neutral
"i wanna laugh at bruno, cr7 and bernardo silva (especially bernardo silva:face_with_symbols_on_mouth:) tomorrow. morocco i leave it to you!

fifaworldcup qatar2022",1601341752329506817,140,2022-12-09 22:23:19,Twitter for Android,0,0,0.30833333333333335,0.7000000000000001,Positive
": messi knew who to thank! :argentina:

argentina fifaworldcup 

",1601341751674867712,92,2022-12-09 22:23:19,Twitter for Android,0,68,0.0,0.0,Neutral
": messi knew who to thank! :argentina:

argentina fifaworldcup 

",1601341751209623552,92,2022-12-09 22:23:19,Twitter for Android,0,68,0.0,0.0,Neutral
": what it means :red_heart::argentina:

fifaworldcup | fifafanfestival ",1601341750303657986,94,2022-12-09 22:23:19,Twitter for Android,0,250,0.0,0.0,Neutral
": :warning: | quick stat

argentina's goalkeepers have now saved 10 shootout penalties in fifaworldcup history, two more than any…",1601341750047449088,140,2022-12-09 22:23:19,Twitter for Android,0,38,0.41666666666666663,0.5,Positive
": argentina is moving on:double_exclamation_mark:

arg | fifaworldcup

:movie_camera:  
",1601341749468680192,106,2022-12-09 22:23:19,Twitter for Android,0,48,0.0,0.0,Neutral
": congratulations to  for their win against netherlands :clapping_hands::flexed_biceps::soccer_ball::two_hearts::bangladesh::argentina::argentina:
fifaworldcup  argentina argentinavsnetherl…",1601341748852113408,140,2022-12-09 22:23:19,Twitter for Android,0,1,0.8,0.4,Positive
: that is beautiful. fifaworldcup,1601341748797931521,52,2022-12-09 22:23:19,Twitter for iPhone,0,16,0.85,1.0,Positive
": what it means :red_heart::argentina:

fifaworldcup | fifafanfestival ",1601341748693061633,94,2022-12-09 22:23:19,Twitter for iPhone,0,250,0.0,0.0,Neutral
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341748558843904,115,2022-12-09 22:23:19,Twitter for Android,0,230,0.0,0.0,Neutral
": what it means :red_heart::argentina:

fifaworldcup | fifafanfestival ",1601341748021645312,94,2022-12-09 22:23:18,Twitter for Android,0,250,0.0,0.0,Neutral
": wout weghorst has form for this sort of thing. look at this goal for wolsburg from a couple of years ago :eyes: fifaworldcup 
h…",1601341748005199873,140,2022-12-09 22:23:18,Twitter for iPhone,0,27,0.0,0.0,Neutral
": :police_car_light: messi: “we didn't play to reach extra time, [but] we knew how to handle pressure. we are in the semifinals because arg…",1601341747984240640,140,2022-12-09 22:23:18,Twitter for iPhone,0,200,0.0,0.1,Neutral
": bombings, shootings, arrests.

apartheid israel attacks palestinian football from all angles.

 should suspend apartheid…",1601341747061456896,140,2022-12-09 22:23:18,Twitter Web App,0,19,0.0,0.0,Neutral
"to all messi supporters, argentina has never lost a world cup semifinal game.

fifaworldcup 
qatar2022",1601341746746904576,106,2022-12-09 22:23:18,Twitter for Android,0,0,-0.4,0.4,Negative
": messi knew who to thank! :argentina:

argentina fifaworldcup 

",1601341745509564416,92,2022-12-09 22:23:18,Twitter for Android,0,68,0.0,0.0,Neutral
was almost like the referee was the 12th person on the field that is on argentinas payroll messi𓃵 fifaworldcup ,1601341745106931713,136,2022-12-09 22:23:18,Twitter for Android,0,0,0.0,0.0,Neutral
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341744423251968,115,2022-12-09 22:23:18,Twitter for iPhone,0,230,0.0,0.0,Neutral
": :red_exclamation_mark:messi: ""i don't want to talk about the referee because you can't be honest. if you talk they sanction you, fifa must t…",1601341743919947776,140,2022-12-09 22:23:17,Twitter for Android,0,1038,0.6,0.9,Positive
": :police_car_light: emiliano martinez: “we’re in the sf’s because we have balls, we did it for 45 million people” fifaworldcup",1601341743693123584,128,2022-12-09 22:23:17,Twitter for Android,0,266,0.0,0.0,Neutral
": :police_car_light: emiliano martinez: “we had the worst referee in the wc, by far” fifaworldcup",1601341743525662720,98,2022-12-09 22:23:17,Twitter for Android,0,714,-0.45,1.0,Negative
": it'll be argentina vs croatia

fifaworldcup",1601341743466950656,58,2022-12-09 22:23:17,Twitter for Android,0,6,0.0,0.0,Neutral
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341743437271042,115,2022-12-09 22:23:17,Twitter for iPhone,0,231,0.0,0.0,Neutral
": messi knew who to thank! :argentina:

argentina fifaworldcup 

",1601341743420813314,92,2022-12-09 22:23:17,Twitter for Android,0,68,0.0,0.0,Neutral
: argentina wins 4-3 in penalties against netherlands at the world cup. fifaworldcup ,1601341743240482816,120,2022-12-09 22:23:17,Twitter Web App,0,2387,0.3,0.2,Positive
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341742762299392,115,2022-12-09 22:23:17,Twitter for iPhone,0,231,0.0,0.0,Neutral
: argentina takes on croatia in the semifinals. fifaworldcup ,1601341742447403009,92,2022-12-09 22:23:17,Twitter for Android,0,139,0.0,0.0,Neutral
": :red_exclamation_mark:messi: ""i don't want to talk about the referee because you can't be honest. if you talk they sanction you, fifa must t…",1601341742078652416,140,2022-12-09 22:23:17,Twitter for Android,0,1038,0.6,0.9,Positive
: emi martinez saved his career by leaving arsenal. now he’s 90 minutes away from the fifaworldcup final ,1601341742066040838,140,2022-12-09 22:23:17,Twitter for Android,0,31,0.0,1.0,Neutral
": :star: lionel messi: motm - netherlands :netherlands: 2 (3) - (4) 2 :argentina: argentina 

:bow_and_arrow: shots - 6
:soccer_ball: goals - 1
:a_button_(blood_type): assists - 1
:locked_with_key: key passes - 3…",1601341741860208640,140,2022-12-09 22:23:17,Twitter for Android,0,165,0.0,1.0,Neutral
: argentina wins 4-3 in penalties against netherlands at the world cup. fifaworldcup ,1601341741801488384,120,2022-12-09 22:23:17,Twitter for iPhone,0,2387,0.3,0.2,Positive
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341741290098690,115,2022-12-09 22:23:17,Twitter for Android,0,231,0.0,0.0,Neutral
: :pound_banknote: if epatante wins the grade 1 international hurdle at cheltenham tomorrow i'll give £50 cash to one of you lucky people…,1601341740921016321,140,2022-12-09 22:23:17,Twitter for iPhone,0,249,0.2111111111111111,0.3444444444444445,Positive
"what a day for football!
mixed feelings of joy and tears.
well done :argentina: 
better luck next time :brazil: 
fifaworldcup, footballunitestheworld",1601341740862304256,140,2022-12-09 22:23:17,Twitter for Android,0,0,0.325,0.2375,Positive
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341740744523776,115,2022-12-09 22:23:17,Twitter for Android,0,231,0.0,0.0,Neutral
": semi-final spot: secured :locked::check_mark_button:

fifaworldcup | qatar2022 ",1601341740329611264,97,2022-12-09 22:23:17,Twitter for Android,0,1058,0.0,0.0,Neutral
: :speaking_head: peter drury: “he [leo] has a dream to fulfill. they [argentina] have a dream to fulfill” fifaworldcup,1601341740010844161,124,2022-12-09 22:23:16,Twitter for Android,0,380,0.0,0.0,Neutral
": semi-final spot: secured :locked::check_mark_button:

fifaworldcup | qatar2022 ",1601341739528175616,97,2022-12-09 22:23:16,Twitter for Android,0,1058,0.0,0.0,Neutral
": messi knew who to thank! :argentina:

argentina fifaworldcup 

",1601341739046166529,92,2022-12-09 22:23:16,Twitter for Android,0,68,0.0,0.0,Neutral
": what it means :red_heart::argentina:

fifaworldcup | fifafanfestival ",1601341737741746177,94,2022-12-09 22:23:16,Twitter for iPhone,0,250,0.0,0.0,Neutral
": :face_with_tears_of_joy:  
الارجنتين_هولندا 
fifaworldcup 
qatar2022 
qatarworldcup2022 
argentina 

good night :face_with_tears_of_joy::blue_heart: ",1601341737703772162,140,2022-12-09 22:23:16,Twitter for Android,0,2,0.7,0.6000000000000001,Positive
": what it means :red_heart::argentina:

fifaworldcup | fifafanfestival ",1601341737083244544,94,2022-12-09 22:23:16,Twitter Web App,0,250,0.0,0.0,Neutral
": :police_car_light: emiliano martinez: “we had the worst referee in the wc, by far” fifaworldcup",1601341736772476928,98,2022-12-09 22:23:16,Twitter for Android,0,714,-0.45,1.0,Negative
"this is clearly rigged for a messi vs ronaldo final.

they're not even trying to hide it fifaworldcup",1601341736240156672,106,2022-12-09 22:23:16,Twitter Web App,0,0,0.05000000000000001,0.6916666666666667,Positive
: argentina wins 4-3 in penalties against netherlands at the world cup. fifaworldcup ,1601341735120306176,120,2022-12-09 22:23:15,Twitter for Android,0,2387,0.3,0.2,Positive
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341734772178945,115,2022-12-09 22:23:15,Twitter for iPhone,0,232,0.0,0.0,Neutral
: argentina wins 4-3 in penalties against netherlands at the world cup. fifaworldcup ,1601341734687952897,120,2022-12-09 22:23:15,Twitter for Android,0,2387,0.3,0.2,Positive
": emiliano martinez what a player! :clapping_hands::hundred_points::check_mark_button: just respect!:hundred_points:
fifaworldcup ",1601341734109450245,107,2022-12-09 22:23:15,Twitter for Android,0,3,0.0,0.0,Neutral
"messi looks so small. also, might or might not have developed a tini tiny crush on e. martinez. :see-no-evil_monkey: argentina… ",1601341733920735234,133,2022-12-09 22:23:15,Twitter for iPhone,0,0,-0.049999999999999996,0.39999999999999997,Negative
: i really hope croatia beats argentine in the upcoming match:folded_hands_light_skin_tone: fifaworldcup qatar2022,1601341733689651200,98,2022-12-09 22:23:15,Twitter for Android,0,1,0.2,0.2,Positive
: argentina wins 4-3 in penalties against netherlands at the world cup. fifaworldcup ,1601341733547044864,120,2022-12-09 22:23:15,Twitter for Android,0,2387,0.3,0.2,Positive
": :warning: | quick stat

argentina's goalkeepers have now saved 10 shootout penalties in fifaworldcup history, two more than any…",1601341733144768512,140,2022-12-09 22:23:15,Twitter for Android,0,38,0.41666666666666663,0.5,Positive
": :star: lionel messi: motm - netherlands :netherlands: 2 (3) - (4) 2 :argentina: argentina 

:bow_and_arrow: shots - 6
:soccer_ball: goals - 1
:a_button_(blood_type): assists - 1
:locked_with_key: key passes - 3…",1601341733132206081,140,2022-12-09 22:23:15,Twitter for Android,0,165,0.0,1.0,Neutral
": what it means :red_heart::argentina:

fifaworldcup | fifafanfestival ",1601341733131804674,94,2022-12-09 22:23:15,Twitter Web App,0,250,0.0,0.0,Neutral
": what. a. match! :argentina:

lautaro martínez scored the penalty to secure the win for argentina but it looked up in the air during…",1601341732674682882,140,2022-12-09 22:23:15,Twitter for iPhone,0,28,0.6000000000000001,0.5,Positive
": :police_car_light: messi: “a tough game awaits us against croatia, it's a semi-final and it's going to be very tough. we are really enjoy…",1601341732574019584,140,2022-12-09 22:23:15,Twitter for Android,0,307,-0.27361111111111114,0.6083333333333334,Negative
": argentina vs. netherlands featured 17 yellow cards :flushed_face:

that's a new world cup record. there were no red cards.

fifaworld…",1601341732192280577,140,2022-12-09 22:23:15,Twitter for Android,0,94,0.04545454545454545,0.15151515151515152,Positive
": argentina does it! 

 :argentina: - 2 (4)
vs
 :netherlands: - 2 (3)

thanks to  :argentina: and  :netherlands: for pa…",1601341732146511872,140,2022-12-09 22:23:15,Twitter for Android,0,10,0.2,0.2,Positive
": :red_exclamation_mark:messi: ""i don't want to talk about the referee because you can't be honest. if you talk they sanction you, fifa must t…",1601341731743887362,140,2022-12-09 22:23:14,Twitter for Android,0,1041,0.6,0.9,Positive
": 정국 (jung kook) 'dreamers' @ fifa world cup qatar 2022 opening ceremony


dreamers2022 fifaworldcup…",1601341731152465920,140,2022-12-09 22:23:14,Twitter for Android,0,150401,0.0,0.0,Neutral
let's goo argentina fifaworldcup,1601341730762391553,33,2022-12-09 22:23:14,Twitter for Android,0,0,0.0,0.0,Neutral
morocco.what do you have for me :thinking_face::thinking_face::thinking_face: fifaworldcup,1601341729461850112,51,2022-12-09 22:23:14,Twitter for Android,0,0,0.0,0.0,Neutral
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341729193725952,115,2022-12-09 22:23:14,Twitter Web App,0,232,0.0,0.0,Neutral
: morocco is celebrating its victory over spain with a palestinian flag!  fifaworldcup in qatar is becoming more famous for po…,1601341728459755521,140,2022-12-09 22:23:14,Twitter for iPhone,0,287,0.48333333333333334,0.7833333333333333,Positive
": semi-final spot: secured :locked::check_mark_button:

fifaworldcup | qatar2022 ",1601341728279052288,97,2022-12-09 22:23:14,Twitter for Android,0,1058,0.0,0.0,Neutral
":russia::crossed_swords::ukraine:zelensky-""the fron line remains difficult""
situation very difficult in bakhmut,maryinka,kremmina, soledar… ",1601341728061259776,140,2022-12-09 22:23:14,Twitter for Android,0,0,-0.575,1.0,Negative
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341727956430849,115,2022-12-09 22:23:14,Twitter for Android,0,232,0.0,0.0,Neutral
england :england: has been giving me serious dark horse vibes this fifaworldcup my gut is telling me they beat france :france: tomorrow.,1601341727432138752,129,2022-12-09 22:23:13,Twitter for Android,0,0,-0.24166666666666664,0.5333333333333333,Negative
": what it means :red_heart::argentina:

fifaworldcup | fifafanfestival ",1601341725993496576,94,2022-12-09 22:23:13,Twitter for Android,0,250,0.0,0.0,Neutral
": :red_exclamation_mark:messi: ""i don't want to talk about the referee because you can't be honest. if you talk they sanction you, fifa must t…",1601341725767008256,140,2022-12-09 22:23:13,Twitter for Android,0,1041,0.6,0.9,Positive
": ecstasy. agony.

relief. despair.

ned vs. arg did not disappoint.

fifaworldcup | nedarg ",1601341723623686145,134,2022-12-09 22:23:13,Twitter for Android,0,25,0.0,0.0,Neutral
: weghorst has turned things around for netherlands ahead of extra time. which nsmq substitute does he remind you of? fifaw…,1601341723061338113,140,2022-12-09 22:23:12,Twitter for Android,0,42,0.0,0.1,Neutral
": arg players to the ned squad after the penalty shootout :eyes:

fifaworldcup tsworldcup ",1601341722470273024,125,2022-12-09 22:23:12,Twitter for iPhone,0,113,0.0,0.0,Neutral
": say it again and again!
i can't hear you!
messi𓃵 goat𓃵 nedarg
fifaworldcup ",1601341722365415424,120,2022-12-09 22:23:12,Twitter for Android,0,2,0.0,0.0,Neutral
": argentina players appear to taunt the dutch after they beat them on penalties :argentina::netherlands:

telegraphfootball fifaworldcup http…",1601341722151133184,140,2022-12-09 22:23:12,Twitter for iPhone,0,38,0.0,0.0,Neutral
": what it means :red_heart::argentina:

fifaworldcup | fifafanfestival ",1601341722067599362,94,2022-12-09 22:23:12,Twitter Web App,0,250,0.0,0.0,Neutral
": semi-final spot: secured :locked::check_mark_button:

fifaworldcup | qatar2022 ",1601341721920536579,97,2022-12-09 22:23:12,UberSocial for Android,0,1058,0.0,0.0,Neutral
": :red_exclamation_mark:messi: ""i don't want to talk about the referee because you can't be honest. if you talk they sanction you, fifa must t…",1601341721501368321,140,2022-12-09 22:23:12,Twitter for Android,0,1041,0.6,0.9,Positive
"in 2014:
netherlands: :check_mark_button::cross_mark::check_mark_button::cross_mark:
argentina: :check_mark_button::check_mark_button::check_mark_button::check_mark_button:

in 2022:
netherlands: :cross_mark::cross_mark::check_mark_button::check_mark_button::check_mark_button:
argentina: :check_mark_button::check_mark_button::check_mark_button::cross_mark::check_mark_button:

when it comes to penalty… ",1601341721496821760,139,2022-12-09 22:23:12,Twitter for iPhone,0,0,0.0,0.0,Neutral
": messi knew who to thank! :argentina:

argentina fifaworldcup 

",1601341721279082498,92,2022-12-09 22:23:12,Twitter for Android,0,69,0.0,0.0,Neutral
": :police_car_light: emiliano martinez: “we’re in the sf’s because we have balls, we did it for 45 million people” fifaworldcup",1601341720754458625,128,2022-12-09 22:23:12,Twitter for iPhone,0,266,0.0,0.0,Neutral
": it all came down to lautaro martínez, the final penalty taker for argentina. martínez scored his team's fourth goal of the sho…",1601341720633176064,140,2022-12-09 22:23:12,Twitter for Android,0,20,-0.051851851851851864,0.42962962962962964,Negative
